employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
21334,2,31,,1,0,0,86,0
16938,1,44,5,13,0,0,51,0
56458,2,30,3,2,0,0,81,0
57187,1,37,3,5,0,0,61,0
31953,1,32,3,7,1,0,59,0
13029,1,27,5,2,1,0,59,0
16384,1,31,3,4,0,0,52,0
68318,1,46,4,7,0,0,76,0
26215,1,43,3,8,1,0,52,0
42250,2,34,5,9,0,0,83,0
52429,1,37,3,10,1,0,71,0
11611,1,40,4,12,0,0,62,0
55270,1,25,,1,1,0,48,0
33423,1,36,3,3,0,0,65,0
10572,3,30,3,6,0,0,61,0
39703,1,26,3,4,0,0,59,0
57449,1,27,3,1,0,0,83,0
69355,1,28,3,5,0,0,60,0
37,1,29,5,2,1,0,52,0
10323,2,28,3,5,0,0,52,0
29276,1,34,5,7,1,0,70,0
66015,5,54,3,8,0,0,69,0
43085,1,46,3,5,1,0,79,0
43338,1,29,,1,1,0,50,1
27582,2,29,4,2,0,0,52,0
71658,1,39,5,5,1,0,79,0
73791,1,45,5,13,0,0,60,0
48507,1,31,4,4,1,0,47,0
61669,1,30,4,4,0,0,51,0
53813,1,40,2,12,0,0,48,0
66095,2,33,1,4,0,0,50,0
13337,1,35,5,7,1,1,91,1
77471,1,25,4,2,0,0,62,0
14084,1,36,5,3,1,0,60,0
51680,1,31,5,2,0,0,49,0
20722,1,35,3,7,0,0,72,0
33185,1,41,3,4,1,0,58,0
24689,1,34,3,4,1,0,56,0
75021,1,37,3,3,1,1,58,1
37087,2,32,,1,1,0,86,1
24771,1,25,4,4,0,0,65,0
77116,1,39,2,9,0,0,51,0
20849,1,42,2,13,0,0,73,0
57367,1,30,5,4,0,0,55,0
17102,1,37,3,10,0,0,48,0
7318,1,33,2,8,0,0,46,0
16293,3,27,3,5,1,0,69,0
8774,1,33,4,7,1,1,57,0
58259,1,31,5,4,1,0,62,0
8751,2,31,3,5,1,1,81,0
54149,1,35,3,5,0,0,52,0
45610,1,31,,1,0,0,79,0
70760,1,34,4,4,1,0,56,0
43577,2,29,1,2,0,0,47,0
18162,1,32,5,6,0,0,85,0
68225,2,50,2,7,0,0,53,0
18839,2,28,5,4,1,0,50,0
60459,2,33,1,3,0,0,48,0
64423,1,36,3,2,1,0,50,0
63280,1,32,4,7,0,0,84,0
37942,1,45,3,17,0,0,83,0
76621,1,24,,1,0,0,73,0
16260,2,39,5,8,1,0,85,0
34097,1,27,2,3,0,0,82,0
57355,1,41,5,15,1,0,49,0
13635,1,33,3,5,1,0,63,1
37865,1,29,5,3,1,0,68,0
41521,3,31,3,9,0,0,50,0
21284,1,56,3,15,0,0,50,0
74770,1,29,3,7,0,0,68,0
13304,1,35,3,9,1,1,81,0
63702,2,31,1,6,0,0,59,0
551,2,24,3,2,0,0,73,0
23853,1,43,5,10,1,0,60,0
50534,1,31,3,5,1,0,60,0
31883,1,28,3,6,0,0,49,0
20005,1,24,3,2,0,0,82,0
13726,1,38,3,4,0,0,56,0
21644,1,33,4,7,0,0,62,0
32535,1,35,2,8,0,0,63,0
40597,1,28,3,3,0,0,86,0
54027,1,31,4,5,1,0,50,0
9880,1,44,5,13,0,0,48,0
61808,1,31,3,5,0,0,67,0
25828,1,37,1,2,0,0,65,0
49778,1,28,1,3,1,0,48,0
34775,2,36,3,3,0,0,53,0
46296,1,31,5,2,1,0,54,0
37666,1,31,3,6,0,0,63,0
3167,1,36,1,7,0,0,77,0
12563,1,33,4,7,0,0,55,0
29550,1,44,3,6,0,0,50,0
57076,1,28,2,3,0,0,62,0
61407,1,24,,1,1,0,49,1
14237,2,37,3,10,1,0,86,0
32490,1,39,4,9,0,0,81,0
31471,1,29,3,2,0,0,63,0
19448,1,56,1,14,0,0,47,0
22320,3,31,1,7,0,0,49,0
10493,1,33,2,7,0,0,68,0
59966,1,46,3,6,0,0,62,0
7878,1,36,3,10,1,0,81,0
28292,1,47,5,3,0,0,57,0
61198,1,45,2,15,0,0,64,0
40571,1,36,3,4,0,0,58,0
52215,1,32,3,8,0,0,50,0
19820,1,38,4,10,0,0,71,0
22785,1,41,3,6,0,0,61,0
65713,1,28,,1,1,0,47,0
24798,3,32,5,4,0,0,60,0
6274,1,36,5,3,0,0,61,0
2404,1,34,4,2,0,0,63,0
60719,1,53,4,21,0,0,60,0
63308,1,27,4,3,0,0,61,0
63314,1,32,4,9,1,0,97,1
59200,1,28,,1,1,0,44,0
10684,1,43,5,5,1,0,67,0
32934,1,30,4,3,1,0,50,1
43364,1,30,3,5,0,0,51,0
36562,1,32,5,6,1,0,66,0
41095,2,34,5,5,0,0,66,1
47920,1,27,4,3,1,0,47,0
17017,1,50,3,6,0,0,80,0
20854,3,27,2,5,0,0,53,0
19025,2,26,,1,0,0,49,0
59682,1,57,4,9,0,0,82,0
43187,1,33,4,5,1,0,53,0
74456,3,30,3,5,0,0,69,0
58034,1,49,5,9,1,0,48,0
11202,4,32,2,5,0,0,48,0
74597,1,29,,1,0,0,53,0
59137,2,30,1,4,0,0,46,0
35060,1,58,1,3,0,0,48,0
53803,1,37,5,4,1,0,49,0
38324,1,46,3,6,0,0,48,0
56301,3,28,3,2,0,0,60,0
48272,2,38,3,5,0,0,79,0
10581,1,38,3,9,0,0,77,0
10188,1,29,5,6,1,0,60,0
40202,2,39,3,9,0,0,71,1
62806,1,24,,1,0,0,53,0
20376,1,29,2,6,1,0,85,0
64487,1,37,2,5,0,0,70,0
45163,1,35,1,4,0,0,79,0
31280,2,33,3,8,0,0,47,0
13062,1,31,5,2,1,1,57,0
56905,1,36,1,9,0,0,80,0
3104,1,55,5,22,1,0,59,0
18540,1,31,5,3,1,0,52,0
67205,1,37,5,2,1,1,70,0
20282,1,27,5,2,1,0,61,0
21389,1,34,4,9,0,0,66,0
35706,1,34,5,5,1,0,47,0
7247,1,33,4,6,1,0,81,0
25405,1,32,4,6,0,0,71,0
54776,1,48,1,15,0,0,48,0
5889,1,45,5,4,1,0,56,0
54774,2,25,,1,1,0,80,0
48138,1,43,4,5,0,0,80,0
48008,2,37,3,5,1,0,62,0
3146,1,34,4,3,0,0,51,0
22845,2,31,3,2,0,0,60,0
40146,1,48,5,23,1,0,48,0
26681,1,37,1,8,0,0,51,0
1736,1,36,4,7,0,0,51,0
41506,2,39,5,8,1,0,46,0
10461,1,25,2,2,0,0,68,0
51682,1,31,4,6,1,0,58,0
19830,1,42,3,4,0,0,62,0
33664,1,31,3,4,1,0,86,0
33344,1,29,,1,0,0,71,0
56097,1,28,1,4,0,0,77,0
4783,1,25,4,2,0,0,60,0
65100,2,29,2,5,0,0,58,0
57726,1,42,5,4,1,0,59,0
76428,1,31,3,2,0,0,88,0
38117,1,37,5,4,0,0,55,0
68938,2,28,3,3,0,0,81,0
15547,1,48,3,5,1,0,80,0
16349,1,37,3,6,0,0,59,0
72611,1,44,1,12,0,0,51,0
35428,1,31,5,8,1,0,84,0
44966,1,37,3,11,0,0,75,0
54923,1,32,3,6,1,0,85,1
49617,1,37,5,10,1,0,54,0
52248,1,28,3,5,1,0,49,0
73700,1,42,2,14,0,0,46,0
4900,1,53,3,11,0,0,67,0
11860,1,26,,1,0,0,49,0
25336,1,39,3,13,0,0,64,0
17856,1,32,4,8,1,0,60,0
40419,1,38,3,12,0,0,50,0
48717,2,48,5,19,1,0,60,0
46008,1,39,3,8,0,0,82,0
43755,1,40,3,5,0,0,73,0
36158,1,27,,1,0,0,44,0
59973,1,43,3,16,0,0,48,0
48365,2,27,4,4,0,0,63,0
43902,1,32,4,3,0,0,82,0
38034,1,26,,1,0,0,50,0
7298,1,44,4,14,1,0,60,0
11712,1,35,5,6,1,0,61,0
55867,2,30,2,6,0,0,58,0
7096,1,44,3,4,0,0,66,0
54096,2,43,3,12,1,0,48,1
14356,1,42,,1,1,0,47,0
65283,1,39,3,3,0,0,51,0
44012,1,32,4,6,0,0,61,0
26520,1,43,4,4,1,0,50,0
57135,1,43,4,12,0,0,81,0
65320,1,48,4,3,1,0,47,0
8625,1,41,5,11,0,0,66,1
44263,1,30,3,5,0,0,68,0
18706,1,31,5,5,1,0,49,1
51074,3,35,3,5,0,0,54,0
77371,2,31,5,4,1,0,82,0
71588,1,32,4,7,0,0,87,0
13102,3,27,3,2,0,0,52,0
33926,1,42,5,10,1,0,54,0
6974,1,22,,1,1,0,48,0
75780,1,48,5,18,0,0,57,0
33180,1,54,5,3,1,0,49,0
35111,2,32,3,10,0,0,80,0
70173,1,34,4,3,0,0,52,0
74426,1,36,5,9,1,0,70,0
38276,1,35,2,8,0,0,51,0
67566,1,34,3,4,1,0,52,0
72172,1,34,4,10,0,0,86,0
40592,1,27,,1,0,0,61,0
56929,1,34,2,7,0,0,79,0
37025,1,47,4,3,1,1,47,0
34410,1,30,5,8,1,0,78,0
23146,1,30,3,3,1,0,90,1
11708,1,29,,1,0,0,51,0
51151,1,46,3,17,0,0,69,1
71651,2,29,,1,0,0,80,0
59087,1,34,3,3,1,0,58,0
45138,1,37,3,4,1,0,52,1
19767,1,42,1,7,0,0,51,0
61420,1,21,4,2,1,0,82,0
2623,1,30,5,6,1,0,60,0
12120,2,31,1,8,1,0,85,0
64052,1,28,2,1,0,0,86,0
56610,1,29,5,2,0,0,89,1
28771,2,36,4,7,1,0,89,1
60220,1,42,3,5,1,0,63,0
75548,3,44,5,14,1,0,54,0
14737,1,28,4,3,1,0,48,1
55432,1,36,1,10,0,0,67,0
28049,1,26,5,1,1,0,58,0
18258,1,28,2,4,0,0,50,0
19144,1,44,3,15,0,0,60,0
65365,1,32,4,4,1,0,54,0
73115,1,27,4,2,1,0,59,0
57737,1,37,2,4,0,0,81,0
44924,1,39,3,4,0,0,66,0
37346,1,29,2,3,0,0,85,0
16217,2,48,5,7,1,0,60,0
64381,1,42,4,5,0,0,58,0
13410,1,42,3,6,0,0,82,0
49311,1,33,5,3,1,0,52,0
36167,4,30,3,2,0,0,67,0
43025,1,33,3,7,0,0,76,0
25160,2,31,3,3,0,0,53,0
21064,1,32,3,7,1,0,85,0
3711,1,29,4,3,0,0,48,0
58264,1,31,3,4,0,0,83,0
49644,1,33,3,7,0,0,49,0
23857,2,36,5,10,1,0,63,0
8790,1,51,3,18,1,0,48,0
2972,2,49,5,3,1,0,66,0
37577,2,36,1,4,0,0,52,0
31500,1,25,1,2,0,0,51,0
16043,2,36,3,10,1,0,63,0
13285,1,38,3,7,0,0,81,0
22170,1,36,5,10,0,0,45,0
66653,1,42,1,7,1,1,59,0
24616,1,26,1,4,0,0,47,0
7440,2,28,4,2,0,0,72,0
39110,1,28,3,5,0,0,62,0
50211,2,30,3,5,0,0,85,0
58394,1,38,5,7,1,0,58,0
53061,1,57,1,5,0,0,48,0
68607,1,46,4,4,1,0,76,0
195,1,26,,1,1,0,83,0
73503,1,25,,1,1,0,58,0
3268,1,33,4,6,0,0,61,1
6260,1,27,3,4,0,0,81,0
21043,1,36,3,3,0,0,50,0
16090,1,50,4,15,1,0,82,0
30960,1,25,2,1,1,0,73,0
27489,1,27,5,3,1,0,50,0
72884,2,31,5,5,0,0,60,1
46138,1,46,3,3,0,0,60,0
59909,1,28,5,2,1,0,83,0
37139,1,35,1,3,0,0,50,0
77750,1,35,1,8,0,0,54,0
36741,1,36,3,3,1,0,71,0
66185,1,37,5,8,0,0,54,0
22204,1,31,3,6,1,1,51,0
77191,1,51,4,5,0,0,65,0
18160,1,25,,1,1,0,51,0
58263,2,32,5,6,1,0,61,0
7653,1,48,5,20,0,0,51,0
16902,1,35,3,7,1,0,57,0
64249,1,47,3,6,0,1,76,1
60015,1,40,3,12,0,0,80,0
10346,1,33,4,6,0,0,67,0
68681,2,35,3,7,0,0,74,0
21655,1,34,5,6,1,0,57,0
25380,2,32,3,8,0,0,66,0
60339,1,29,5,5,0,0,49,0
59690,1,35,2,2,0,0,65,0
34903,1,36,5,5,1,0,48,0
76143,1,38,5,4,1,0,84,0
22617,1,40,5,5,1,0,51,1
40680,1,30,2,5,0,0,46,0
35150,1,31,5,2,1,0,59,0
19915,1,32,5,3,1,0,49,1
48838,1,26,4,2,0,0,45,0
52419,1,38,1,11,0,0,51,0
58187,1,37,1,5,1,0,78,0
64821,2,25,5,4,1,0,63,0
18703,2,32,1,9,0,0,48,0
59355,1,35,4,9,0,0,83,0
14040,1,42,3,3,0,0,58,0
69431,1,32,3,6,0,0,59,0
27725,1,36,5,4,0,0,49,0
61771,1,30,3,9,0,0,50,0
25500,1,36,5,3,1,0,50,0
48080,1,29,3,4,0,0,81,0
29373,2,31,3,8,0,0,51,0
51853,2,29,,1,0,0,43,0
69603,1,36,4,2,1,0,61,0
27843,1,44,2,12,0,0,60,0
21195,1,31,5,3,1,0,80,0
57869,2,29,4,4,0,0,57,0
16495,2,28,4,4,0,0,49,0
15539,1,49,5,18,1,0,75,1
23536,1,38,5,5,1,0,70,0
34166,1,23,,1,0,0,50,0
37845,1,30,,1,1,0,63,0
11506,1,32,3,6,0,0,84,0
40049,1,39,5,7,1,0,80,0
19154,1,30,1,7,0,0,84,0
66650,1,33,3,7,0,0,51,0
3032,1,35,4,8,1,0,60,0
44532,1,34,5,8,0,0,49,0
33217,1,30,2,2,0,0,81,0
30798,1,32,5,7,1,0,50,1
78074,1,25,1,2,0,0,56,0
30803,1,24,,1,0,0,73,0
38919,1,37,2,8,0,0,59,0
45319,2,27,,1,0,0,52,0
62639,1,36,2,3,0,0,86,0
46828,1,36,3,2,1,1,64,0
72656,1,42,5,12,1,0,45,1
75656,1,28,,1,0,0,52,0
14426,1,48,5,18,1,0,62,0
46996,1,30,5,2,0,0,46,0
27576,1,34,3,9,0,0,83,1
28873,1,31,5,7,0,0,50,0
19409,1,51,4,19,1,0,63,0
47335,1,32,3,7,0,0,60,0
56499,1,47,4,16,0,0,60,0
68097,1,48,4,17,0,0,48,0
45357,1,25,4,3,1,1,96,1
31715,1,29,1,3,0,0,58,0
52423,1,33,5,10,0,0,47,0
53129,1,36,3,3,0,0,80,0
24702,1,29,3,7,0,0,74,0
76983,1,31,4,7,0,0,51,0
4466,1,47,1,14,0,0,80,0
5932,2,30,2,5,1,0,91,0
1864,1,33,5,3,0,0,50,0
67371,1,35,5,7,1,0,53,0
76590,3,24,1,2,0,0,79,0
22801,1,39,2,4,1,0,50,0
55100,1,33,5,7,1,0,64,1
53130,1,33,5,7,1,0,84,0
31269,2,39,3,7,0,0,62,0
45743,1,47,3,17,0,0,56,0
66089,1,39,5,13,1,0,47,0
25938,2,33,1,9,0,0,45,0
69203,1,37,1,7,0,0,63,0
15164,1,25,1,3,0,0,52,0
36640,1,35,3,3,1,0,45,0
41082,1,40,3,3,0,0,57,0
69746,1,27,3,2,0,0,69,0
49691,2,43,3,3,1,0,46,0
38510,1,32,4,2,0,0,88,0
12135,1,36,3,7,1,0,48,0
74830,1,42,3,3,1,0,48,0
29385,2,32,1,5,1,0,61,0
60599,2,48,3,4,0,0,83,0
74548,1,32,1,5,0,0,80,0
53596,1,32,3,6,0,0,49,0
18405,1,50,3,16,0,0,80,0
17579,1,34,3,9,0,0,76,0
34453,1,29,2,2,0,0,59,0
73241,1,40,2,6,1,0,47,0
36745,1,24,2,1,1,0,76,0
37784,1,35,3,5,0,0,62,0
67507,5,27,3,2,0,0,52,0
57436,1,29,1,4,0,0,58,0
24033,1,47,4,21,1,0,57,0
8719,1,51,4,12,0,0,52,0
9603,1,36,3,8,0,0,85,0
70878,3,35,4,8,0,0,73,0
58605,1,27,,1,0,0,71,0
48095,1,28,5,2,0,0,59,0
56304,1,30,,1,0,0,48,0
40087,2,31,3,2,0,0,89,0
6354,1,40,4,6,1,0,71,1
70910,1,29,2,3,1,0,59,0
45637,2,40,5,5,1,1,49,0
12177,1,28,3,4,0,0,86,0
30273,1,32,4,2,0,0,86,0
74372,1,32,1,4,0,0,68,0
37201,2,35,1,6,1,0,80,0
40917,1,58,4,16,1,0,60,0
50362,1,56,3,14,0,0,54,0
16835,1,32,4,4,0,0,72,0
11635,1,28,4,3,0,0,50,0
67336,1,32,4,7,0,0,71,0
53932,1,37,4,9,1,0,78,0
41023,1,35,5,6,1,0,50,0
4135,1,39,4,12,1,0,62,1
38229,1,38,5,8,0,0,53,0
49050,1,26,,1,0,0,55,0
71317,1,45,4,3,0,0,81,0
59389,2,60,5,32,1,0,69,1
3174,1,56,4,7,0,0,46,0
71080,1,34,5,2,1,0,54,1
20900,1,28,4,2,1,0,52,0
31873,1,29,4,8,1,0,90,0
55048,1,30,5,5,1,0,56,0
74953,1,38,4,6,0,0,73,0
58098,2,33,5,3,1,0,69,0
7060,1,58,4,17,0,0,62,0
11044,1,31,1,5,0,0,62,0
5179,1,29,2,8,0,0,50,0
36659,1,32,4,3,1,0,50,0
73990,1,37,3,8,0,0,85,0
72645,1,27,3,5,0,0,48,0
38373,1,37,5,5,1,1,97,1
6446,1,29,3,4,0,0,58,0
47374,1,48,5,6,1,0,84,1
64767,1,31,3,5,0,0,82,0
61054,1,32,1,5,1,0,71,1
13501,1,41,5,7,1,0,52,0
15250,1,33,1,3,0,0,65,0
33187,1,35,3,4,1,1,49,1
6496,2,47,3,10,0,0,50,0
35869,2,32,1,4,0,0,49,0
12741,5,37,4,2,0,0,72,0
125,1,48,3,20,1,0,59,1
52941,1,33,3,3,1,0,46,0
6177,1,41,3,7,1,0,66,0
27221,1,29,4,6,1,0,65,0
60061,1,23,5,2,0,0,87,0
47237,2,25,3,2,0,0,50,0
34901,1,27,3,2,1,0,60,0
8236,2,30,3,6,0,0,70,0
54040,2,27,5,2,0,0,63,0
25585,1,25,3,2,0,0,49,0
36102,1,38,4,7,0,0,77,0
68592,1,31,4,4,0,0,58,0
48779,1,33,1,2,0,0,83,0
55038,3,28,1,2,0,0,55,0
70685,1,30,5,6,1,0,59,0
5765,1,55,3,4,1,0,59,0
45026,1,29,2,3,0,0,50,0
35640,2,34,1,8,0,0,50,0
29913,2,29,3,3,0,0,51,0
6668,1,34,4,7,1,0,54,0
32701,3,33,1,3,0,0,50,0
25200,1,35,4,3,0,0,48,0
1303,1,32,2,8,0,0,91,1
64715,1,42,3,6,1,1,80,0
74497,1,36,3,9,0,0,49,0
33947,1,33,4,4,1,0,78,0
64687,1,46,4,17,0,0,71,0
23624,1,37,4,5,1,0,81,0
64001,1,31,3,7,0,0,54,0
47026,1,32,,1,1,0,68,0
6965,1,51,4,24,0,0,48,0
6489,1,41,3,2,1,1,75,0
74135,1,33,2,3,0,0,47,0
59947,2,35,5,4,1,0,83,0
12491,1,29,,1,0,0,55,0
11516,1,40,5,8,1,0,62,0
20152,1,30,5,5,1,0,67,0
55251,2,32,1,4,0,0,68,0
7992,1,30,1,4,0,0,76,0
20476,1,54,1,15,0,0,63,0
15581,1,29,5,4,1,0,46,0
48811,1,36,5,2,1,0,51,0
52861,2,33,3,8,0,0,49,0
44336,1,30,3,4,1,0,60,0
74887,1,29,3,2,0,0,75,0
67723,1,33,3,2,0,0,63,0
22860,1,29,3,4,1,0,50,1
58753,1,52,3,17,0,0,58,0
42589,1,39,4,2,0,0,68,0
28719,2,45,1,10,1,0,61,0
10195,1,37,4,10,0,0,60,0
70717,1,25,,1,0,0,49,0
73617,1,41,3,3,1,0,54,0
66838,1,30,1,4,0,0,50,0
58062,1,43,4,15,0,0,63,0
64396,1,37,4,4,1,0,84,0
41339,1,23,,1,0,0,58,0
9764,2,34,3,9,0,0,50,0
58273,1,35,5,6,1,0,55,0
3826,1,27,5,4,1,0,62,0
10507,1,56,1,4,0,0,62,0
75917,1,28,,1,0,0,50,0
66749,3,37,2,5,0,0,76,0
74790,1,44,3,7,0,0,49,0
46381,1,57,4,16,0,0,86,0
30567,1,39,3,7,0,0,64,1
1750,1,30,1,3,0,0,53,0
69972,1,35,3,5,1,0,60,1
78225,2,30,,1,0,0,45,0
45076,1,55,1,9,0,0,69,0
43316,2,34,2,4,0,0,54,0
69049,1,30,1,7,0,0,48,0
24534,1,32,4,2,0,0,71,0
32125,1,35,3,10,0,0,52,0
18023,1,38,3,5,0,0,72,0
33967,3,29,3,3,0,0,51,0
55042,1,26,,1,1,0,52,0
32079,2,30,4,6,0,0,59,0
45105,1,60,3,18,0,0,52,0
50771,1,32,2,5,0,0,51,0
21703,1,37,3,11,0,0,80,0
17798,2,27,3,3,0,0,54,0
39732,3,35,2,2,0,0,46,0
47738,1,48,2,10,0,0,72,0
1955,1,43,4,5,0,0,51,0
36697,2,36,4,4,0,0,57,0
45689,1,42,3,4,1,0,71,0
34974,2,45,4,18,0,0,59,0
76208,1,30,4,3,1,0,80,0
51433,2,23,,1,0,0,50,0
32456,1,41,3,7,0,0,61,0
20337,1,48,4,20,1,0,60,0
29898,1,39,5,2,0,0,51,0
54250,1,33,5,4,1,0,81,1
71286,1,28,,1,0,0,52,0
62324,1,40,4,10,0,0,48,0
56804,1,52,3,19,0,0,47,0
7164,1,24,,1,1,0,70,0
68736,1,38,3,5,1,0,70,0
77232,1,37,5,10,1,0,57,0
21188,1,37,3,5,0,0,48,0
9073,1,34,5,4,1,0,49,0
20746,1,26,,1,1,0,47,0
48311,1,31,3,5,0,0,72,0
40166,1,32,4,6,1,0,60,0
68707,1,23,,1,0,0,50,0
48951,1,36,3,10,0,0,58,0
69238,1,28,1,2,0,0,80,0
46272,1,27,4,2,0,0,90,0
11872,1,34,5,2,1,0,61,1
44775,1,22,3,2,0,0,48,0
16128,1,31,3,6,0,0,58,0
51381,1,37,3,6,0,0,61,0
13972,1,29,3,2,0,0,83,0
44934,1,33,1,9,0,0,60,0
63263,1,30,,1,1,0,57,0
63925,1,40,3,8,0,0,51,0
19269,1,31,4,4,0,0,70,0
54485,1,44,4,2,1,0,43,0
5608,1,29,,1,0,0,61,0
58980,1,26,,1,0,0,87,0
1492,3,30,3,3,0,0,61,0
55099,1,34,3,5,0,0,51,0
16166,1,57,5,5,0,0,79,0
76816,1,34,3,7,0,0,53,0
62743,1,28,5,6,1,1,92,1
74351,1,37,4,5,0,0,53,0
49637,1,54,4,19,0,0,49,0
6223,1,41,5,12,1,0,50,0
474,1,36,5,7,1,0,52,1
20335,2,35,4,8,1,0,60,0
20256,1,31,4,2,0,0,49,0
71495,1,32,4,7,1,0,78,0
42462,1,33,1,9,0,0,53,0
26954,1,38,1,2,0,0,61,0
42852,1,44,4,3,0,0,60,0
50406,1,27,3,3,0,0,59,0
72973,1,38,1,7,0,0,47,0
2458,1,33,2,3,1,0,49,0
61897,1,24,3,2,0,0,73,1
13160,1,28,4,3,1,0,60,0
34807,1,38,5,7,1,0,68,1
24682,1,30,1,7,0,0,83,0
27195,1,29,1,3,1,0,83,0
22122,1,26,4,5,0,0,47,0
30111,1,29,4,4,0,0,81,0
19229,1,36,3,3,0,0,80,0
57308,2,29,3,2,0,0,78,0
67795,1,26,,1,0,0,62,0
67817,1,43,3,3,0,0,46,0
59799,1,29,3,3,0,0,50,0
53057,1,31,5,5,0,0,54,0
64969,1,39,5,2,1,0,66,0
77847,2,27,2,3,0,0,60,0
12595,1,27,1,2,0,0,50,0
68302,2,35,5,9,1,0,86,1
21290,1,36,2,8,0,0,81,0
44426,1,24,1,2,0,0,67,0
68641,1,41,2,4,0,0,70,0
39085,1,33,1,6,0,0,62,0
29299,1,37,3,3,0,0,62,0
29716,1,29,3,6,0,0,47,0
70121,1,29,4,6,0,0,49,0
11377,1,28,4,2,0,0,58,0
11080,1,30,5,3,1,0,50,0
27874,1,30,1,7,0,0,56,0
64013,5,42,,1,1,1,82,0
7553,1,38,1,12,0,0,82,0
48162,3,27,,1,0,0,48,0
22699,1,35,3,10,0,0,59,0
14944,2,44,3,16,0,0,84,0
74225,1,32,3,6,0,0,69,0
71951,1,32,3,4,1,0,60,1
11924,1,27,5,2,1,0,64,0
36017,1,26,4,1,1,0,96,1
43292,1,38,3,9,0,0,57,0
70722,1,21,5,2,0,0,50,0
58939,1,54,1,6,0,0,56,0
61662,2,30,3,6,0,0,65,0
38240,1,27,5,5,1,0,95,1
8831,1,38,5,10,1,0,87,0
6930,1,55,4,11,1,0,60,0
13727,1,30,3,3,1,0,52,0
39808,4,29,2,5,0,0,47,0
33677,1,40,4,5,0,0,62,0
59129,1,38,3,6,0,0,51,0
18510,1,29,5,4,0,0,50,0
62564,2,35,5,5,1,0,82,0
9016,1,26,5,3,0,0,48,0
781,1,41,2,2,1,1,75,0
40740,1,31,3,5,0,0,75,0
36737,1,26,3,2,1,0,42,0
62067,1,38,3,7,0,0,58,0
16285,1,23,,1,0,0,80,0
57054,1,37,3,3,0,0,51,0
13234,1,32,5,4,1,0,89,0
73090,1,38,3,2,0,0,49,0
22272,1,28,,1,0,0,62,0
20180,2,29,5,3,1,0,86,0
43823,1,23,5,2,0,0,48,0
6628,1,28,3,2,0,0,48,0
75828,1,25,,1,1,0,83,0
50856,1,41,5,7,0,0,57,0
75875,1,43,1,11,0,0,47,0
49756,1,35,5,7,1,0,71,1
23318,1,35,2,9,0,0,47,0
77226,1,32,4,2,1,0,80,0
25250,1,24,3,2,0,0,47,0
18204,2,29,5,3,1,0,89,0
72631,1,32,5,9,1,1,60,0
64439,1,43,4,9,0,0,52,0
54500,1,30,4,2,1,0,60,0
30117,1,56,3,29,1,0,90,1
1151,1,25,5,4,1,0,53,0
12107,1,35,1,3,0,0,67,0
59075,1,34,5,3,1,0,46,0
26727,1,24,3,2,0,0,78,0
77289,2,31,3,6,0,0,42,0
2165,1,44,2,6,0,0,59,0
58245,1,30,5,3,0,0,49,0
48438,1,27,1,1,0,0,47,0
58125,1,45,5,17,0,0,46,0
17962,5,33,3,4,0,0,48,0
74893,1,41,3,10,0,0,56,0
58020,6,50,3,6,1,0,74,0
53547,1,41,4,11,1,0,71,1
50612,3,36,3,3,1,1,50,0
70829,1,29,4,2,0,0,84,0
74540,1,35,3,9,0,0,84,0
6006,1,37,3,2,1,0,48,0
71185,1,32,5,2,0,0,64,0
27121,1,45,4,6,0,0,50,0
41957,1,28,3,4,0,0,46,0
57774,1,37,4,9,0,0,49,0
16277,1,44,4,4,1,0,76,0
6627,1,39,5,10,1,0,62,0
23260,1,38,1,7,0,0,45,0
23474,2,27,4,5,1,0,81,1
26253,1,30,3,2,0,0,71,0
10569,1,38,4,6,1,0,58,0
13432,1,46,5,14,1,0,71,0
11119,2,46,3,2,0,0,60,0
69260,1,25,3,2,0,0,51,0
20195,1,30,3,3,0,0,63,0
39539,1,24,4,2,0,0,82,0
52063,1,25,,1,0,0,57,0
7231,1,28,,1,1,0,49,0
54839,1,25,3,3,0,0,72,0
47542,1,26,,1,0,0,53,0
43714,1,28,4,5,0,0,68,0
44390,2,32,1,8,0,0,51,0
4967,1,53,3,17,0,0,74,0
60150,1,30,3,5,0,0,48,0
73899,1,23,3,2,1,0,64,0
65501,1,38,4,10,0,0,64,0
11212,1,43,2,7,1,0,72,0
17045,2,38,3,11,0,0,62,0
77719,1,25,,1,0,0,57,0
7358,1,31,3,2,1,0,91,1
75242,2,38,5,9,0,0,59,0
67774,1,35,4,4,1,0,80,0
74175,1,37,3,4,1,0,49,0
54300,1,35,5,3,1,0,71,1
27787,1,35,5,8,0,0,46,0
44680,2,36,2,9,0,0,85,0
20111,1,31,5,6,1,0,71,0
48886,2,31,3,6,0,0,48,0
76653,1,25,5,2,1,0,74,1
26077,2,27,5,3,1,0,88,0
27839,1,25,3,3,0,0,60,0
61972,1,42,4,3,0,0,77,0
56707,1,28,5,2,1,0,81,0
50350,1,31,2,5,1,0,63,0
45153,2,31,3,4,0,0,70,0
62672,1,35,3,6,0,0,79,0
29258,1,25,4,2,0,0,63,0
53885,1,43,1,14,0,0,68,0
14183,1,28,3,4,0,0,88,0
75896,1,32,1,6,0,0,51,0
21097,1,30,4,2,0,0,64,0
67493,1,28,5,4,1,0,49,0
